"kilde (aktivitet)";"energiprodukt";"komponent";"år";"statistikkvariabel";"08940: Klimagasser, etter kilde (aktivitet), energiprodukt, komponent, år og statistikkvariabel"
"0 Alle kilder";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";161
"0 Alle kilder";"VT0 I alt";"K90 Perfluorkarboner (PFK)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";248
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2099
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1983
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";673
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";704
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";838
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";580
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";548
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";553
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";693
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";834
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";891
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";755
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";227
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";216
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";261
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";297
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";203
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";71
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";61
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";56
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";68
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";54
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";53
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";55
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";49
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";68
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";61
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";56
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";54
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";68
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";74
"0 Alle kilder";"VT0 I alt";"K95 Svovelheksafluorid (SF6)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";61
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";699
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";633
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";655
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";831
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";865
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";827
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";836
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";853
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";786
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";676
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";619
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";587
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";593
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";582
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";481
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";432
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";429
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";484
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";468
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";464
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";472
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";468
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";448
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";448
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";460
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";428
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";444
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";497
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";471
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";436
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";376
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"A10 Klimagasser i alt";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";352
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";692
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";626
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";649
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";825
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";859
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";820
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";830
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";846
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";780
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";671
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";614
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";582
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";588
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";578
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";477
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";429
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";425
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";481
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";465
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";461
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";469
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";465
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";445
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";445
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";457
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";425
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";441
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";493
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";468
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";434
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";374
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K11 Karbondioksid (CO2)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";349
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";1
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K12 Metan (CH4)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";0
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";5
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";5
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";5
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";5
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1998";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";5
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"1999";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2000";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2001";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";4
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2002";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2003";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2004";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2005";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2006";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2007";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2008";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2009";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2010";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2011";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2012";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2013";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2014";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2015";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2016";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2017";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2018";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";3
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2019";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2020";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K13 Lystgass (N2O)";"2021";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";2
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1990";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1991";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1992";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1993";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1994";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1995";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1996";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
"0 Alle kilder";"VT1 Kull, kullkoks, petrolkoks";"K80 Hydrofluorkarboner (HFK)";"1997";"Utslipp til luft (1 000 tonn CO2-ekvivalenter)";.
